category,image_id,filename,class_label,behavior_description,severity_level,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,timestamp
eyes_closed,259f246a-f533-49f5-aaac-63ab343d4e1c,fmcCc6CqH3,5,,2,1,1,1,1,2025-05-30T18:57:03.826Z
drowsy_eyes,8f2552f8-23fe-4f15-bbd9-9cc7440e0327,v3NlMn82xM,7,,1,1,1,1,1,2025-08-31T09:16:13.971Z
yawning,d6908d4a-39d3-4bc8-b4c9-0d3d1f1363aa,foUPvbHE14,8,,2,1,1,1,1,2025-02-25T07:28:18.905Z
phone_use,bb81eeea-9023-4dda-9416-30b6c1fad7ee,Uw4srjoMAn,6,,3,1,1,1,1,2025-12-03T13:42:14.505Z
phone_scroll,3608e826-3901-4d87-a171-944334e83ad5,4Svgq33JkM,6,,3,1,1,1,1,2026-01-06T08:41:18.572Z
drinking,886c35e8-e2d6-46e5-8f42-71621195d40a,mQmJKi0tDE,6,,2,1,1,1,1,2025-03-13T22:25:58.800Z
head_turned,1552a92f-abad-4e17-8baf-058fd53bd6b5,zXwClINRGa,8,,2,1,1,1,1,2025-03-27T11:04:38.554Z
no_seatbelt,8154fe33-33b3-4b64-8271-c2e6947b670e,Akq6sES0oP,3,,4,1,1,1,1,2025-05-02T17:18:38.896Z
normal_driving,b36f1e7d-fc0b-4a22-946d-79e64510f48e,XmVEQNLwlW,3,,1,1,1,1,1,2025-08-24T19:53:23.092Z
eyes_closed,8a4886d9-5b9e-4f0b-9e68-c2e44c859003,K8TaHZdpqd,1,,3,1,1,1,1,2025-06-26T19:53:32.972Z
drowsy_eyes,3a959eb4-1c4e-424f-bc83-f50b99e97cfc,Sx7PGitCqi,2,,3,1,1,1,1,2025-11-08T12:54:23.140Z
yawning,925e07f7-3b3d-4bde-8e5d-1dfbe8425da3,Qb17T7CQc8,4,,5,1,1,1,1,2025-04-20T12:07:12.817Z
phone_use,63ad1a54-ab2b-406d-b047-f9e9b5c4994e,qpAhncMpCW,2,,5,1,1,1,1,2025-11-01T06:35:49.179Z
phone_scroll,397b32f7-3a41-4350-a1cd-50153ef5c3d3,WyC6ia2Cs1,5,,1,1,1,1,1,2025-04-06T17:34:17.175Z
drinking,5c55e5f0-f872-4537-8d85-2412f04cb72b,tOO5pS5Ehj,6,,2,1,1,1,1,2025-05-15T19:56:20.694Z
head_turned,da5f0e05-764d-4000-91b1-258328efe8f5,YcK40DZzpO,8,,1,1,1,1,1,2025-08-05T15:06:00.252Z
no_seatbelt,22108cfb-ab01-4182-9976-f94422a77eb0,KH412pjMWm,1,,1,1,1,1,1,2025-05-21T01:12:42.072Z
normal_driving,ff16c65f-6fd0-42af-860a-3279a6a1d560,2wwPY6GbNv,5,,1,1,1,1,1,2025-03-28T02:11:44.427Z
eyes_closed,f9cadcd1-e724-4551-9efe-3466e8d1315e,t7XsgrJsEp,5,,3,1,1,1,1,2025-03-01T21:18:03.567Z
drowsy_eyes,f80d74e3-0716-460c-a1ad-89a434e14639,28YeVu21Tu,8,,5,1,1,1,1,2025-12-29T07:35:37.346Z
yawning,9d0e9e34-4b26-4f61-a3c9-659a1e20d818,JUZaHhMmr8,8,,2,1,1,1,1,2025-09-13T00:37:46.627Z
phone_use,848ef31d-3edd-424c-88b3-78b1113292b1,BMntQGXwLk,7,,4,1,1,1,1,2025-08-01T18:55:40.577Z
phone_scroll,d2886f9a-7ac7-447b-bcc8-3189482e54e0,sDO5Z7Jo7o,1,,3,1,1,1,1,2025-02-20T05:38:23.604Z
drinking,6d84cd80-cb6d-4715-9675-2a2eb292e492,kG2otPVKmB,7,,4,1,1,1,1,2025-11-11T13:59:35.247Z
head_turned,0b6089c1-55c7-4f4f-bba7-3b5926b19005,JZNKBUYJGW,7,,5,1,1,1,1,2025-02-16T14:30:26.907Z
no_seatbelt,5ef2ee45-b307-481e-b057-679fead65582,hqzh3Zja8y,7,,2,1,1,1,1,2025-09-10T02:57:27.250Z
normal_driving,e763ed6f-757a-4a63-8883-9d09a934260b,NpEUbeVPHZ,4,,1,1,1,1,1,2025-09-28T23:45:34.810Z
eyes_closed,01e6a9a8-f562-480f-836d-c0eb66785fb8,y6z6QdTriH,6,,3,1,1,1,1,2025-09-25T08:03:20.600Z
drowsy_eyes,73e6497f-f37e-46f1-8a4a-d5910f105db5,D4v4ye1K7w,3,,5,1,1,1,1,2025-02-09T21:15:22.606Z
yawning,41fbbf49-bae0-4b86-828c-b832b9a065c6,EzPaoueRxG,1,,3,1,1,1,1,2025-09-03T07:32:12.256Z
phone_use,1b95b044-ca42-47d1-ae64-824251756bf4,1MiBY5pSC9,7,,3,1,1,1,1,2025-03-27T06:05:32.577Z
phone_scroll,c97998a2-cd68-4a0a-8acb-4b609975d689,MiYeGQpY2Y,6,,1,1,1,1,1,2025-08-30T13:42:57.209Z
drinking,9ab64a73-3208-4f44-9815-6bb598119ae1,oyasVyGR1Q,5,,2,1,1,1,1,2025-11-27T02:52:06.238Z
head_turned,629cf547-3ef1-44cb-b77a-97684d8158df,c6YmP1V8SX,6,,2,1,1,1,1,2025-02-20T23:49:47.237Z
no_seatbelt,64103626-bb95-48fe-9839-d36d989ad60b,kYR2EWgA1j,5,,5,1,1,1,1,2025-09-09T10:27:26.855Z
normal_driving,5dbc0d5e-3ac7-4b4e-b20e-0dbd32357877,y77wDRAQHU,7,,1,1,1,1,1,2025-08-13T16:13:00.193Z
eyes_closed,16b70abc-6132-4777-ab56-eddee378f080,dYnAefhIJn,2,,5,1,1,1,1,2025-04-05T20:28:04.159Z
drowsy_eyes,eb6b6576-1c78-493c-a7eb-2dc9af956a8b,8qP2YO8ekr,4,,4,1,1,1,1,2025-11-27T21:51:07.808Z
yawning,13b88b90-7176-4c52-a183-13c27feed73c,OQ55Unp5Kh,6,,3,1,1,1,1,2025-05-12T13:21:44.508Z
phone_use,8b0e1f1e-52d3-4478-be5e-3c69beb197c9,5T074kWZPs,7,,4,1,1,1,1,2025-05-24T01:22:53.692Z
phone_scroll,ef30f666-85c6-4db2-ba61-a1c846a5ff75,UoyAOtJ5uP,5,,4,1,1,1,1,2025-04-29T03:14:14.092Z
drinking,7f1d6343-997e-4d99-b09b-b3fd926436c2,CLV2ZF8WaZ,7,,4,1,1,1,1,2025-12-16T18:43:49.041Z
head_turned,cd8691ad-3077-48ba-856a-ec03cb02ee19,cq8ULl9aH5,1,,2,1,1,1,1,2025-08-03T19:01:09.679Z
no_seatbelt,7511f566-47e9-4dcb-b2a4-3ad5b20e108e,PbLJaLnljs,3,,4,1,1,1,1,2025-06-07T03:37:42.786Z
normal_driving,16bb8d84-94bf-477a-bffe-c8fcf4cf2450,f2vDBJNDAi,4,,1,1,1,1,1,2025-10-19T22:56:16.910Z
eyes_closed,657e32e4-c28c-4dee-ac3b-6346596d0fa8,Kryx4slsg1,8,,5,1,1,1,1,2025-07-15T10:28:41.560Z
drowsy_eyes,fbce8378-7666-491e-a2f4-8acfb0792787,KGzhMJbnbw,1,,1,1,1,1,1,2025-10-25T15:32:23.727Z
yawning,80c3dd9f-1aef-4a7f-b746-6db4a89d1632,zWHLE68Uyn,1,,4,1,1,1,1,2025-06-29T21:49:10.732Z
phone_use,bdb1492e-123e-4104-90c9-d64ea308f30c,4o6pzqp2mx,1,,4,1,1,1,1,2026-01-01T18:44:25.137Z
phone_scroll,65532ce8-bada-4f9f-9289-929351ddeac5,my1EzBsPtF,6,,1,1,1,1,1,2025-08-21T08:06:06.699Z
drinking,43f68947-151e-4e1b-b7f7-42d7f3b69764,gLiJd8VnoP,3,,1,1,1,1,1,2026-01-18T05:39:49.329Z
head_turned,8897ba4e-410f-45f1-8509-c339a27fcb83,flCESUZuG0,6,,2,1,1,1,1,2025-11-25T11:13:39.858Z
no_seatbelt,1f51eb2d-a7b7-4591-ae49-c2a633173698,W0D9w1Cbet,4,,5,1,1,1,1,2026-01-10T21:36:37.198Z
normal_driving,32323301-111f-41f1-aa81-d932427e6019,5jOErrz7TX,6,,5,1,1,1,1,2025-08-31T03:41:54.847Z
eyes_closed,fae60a57-352b-417d-8880-159067b3d7e1,BRvoxBWed7,6,,1,1,1,1,1,2025-11-09T04:07:37.427Z
drowsy_eyes,7749031d-9712-4e65-960a-784bfd14f033,hFTzD3BYFe,3,,2,1,1,1,1,2025-05-20T03:46:30.665Z
yawning,a5992cc3-a0ef-4346-9c9b-1026676c0b36,sTalKtpf7R,4,,3,1,1,1,1,2025-12-07T16:00:09.629Z
phone_use,f4381d34-2fc6-4303-af68-7e69986ddae5,Pdo4NJdfHV,4,,3,1,1,1,1,2025-02-03T11:10:58.673Z
phone_scroll,4627d676-5b65-432d-8da4-b5d775bd11c2,8Qz9oUDUFW,4,,2,1,1,1,1,2025-11-12T08:43:12.408Z
drinking,9943899c-6d2c-46fc-90eb-40a3fbf02612,wQDHcQgEVb,6,,2,1,1,1,1,2025-11-28T22:44:23.615Z
head_turned,a44857d2-84d8-4b46-a30c-b07b760b8517,qsn8TDUHBQ,6,,3,1,1,1,1,2025-11-12T19:52:12.673Z
no_seatbelt,ed34cf1b-5ca3-4282-bd1a-ade7033d7033,krQwQDflnk,1,,5,1,1,1,1,2025-08-20T09:43:09.735Z
normal_driving,5effe60b-66eb-4b19-840c-b396da9638ba,0GpPRifvgt,2,,1,1,1,1,1,2025-03-29T10:55:16.373Z
eyes_closed,dd220951-99cd-4e9a-a514-0559cade6949,QCgMJZ9nII,5,,1,1,1,1,1,2025-11-22T23:31:48.819Z
drowsy_eyes,e312d152-769e-42d1-9ad4-668938eda262,PAztYqE2Nn,5,,1,1,1,1,1,2025-07-21T03:49:37.117Z
yawning,99a3f91b-ce55-4e54-a717-5c38d28080ed,ENzUM1Xro0,7,,4,1,1,1,1,2025-04-01T19:30:44.583Z
phone_use,88dcc189-363f-4aa0-8096-9254f449d7c6,e0LySsBhMs,6,,1,1,1,1,1,2025-01-31T00:24:51.849Z
phone_scroll,84f55742-a4af-4cba-b7b7-884be930e86f,hFWgDgLH0n,2,,2,1,1,1,1,2025-12-05T19:22:56.951Z
drinking,1a7d45ea-0080-4904-9745-68d8eddec428,8WFtiKUKzG,5,,4,1,1,1,1,2025-08-28T03:04:32.832Z
head_turned,3af83c78-2db5-40d2-98ba-1c55bc69b186,520hGFYJYn,1,,4,1,1,1,1,2025-12-08T17:10:18.414Z
no_seatbelt,22f330ef-02eb-4445-9486-2c99e4d42c37,v10mCdP9yk,1,,4,1,1,1,1,2025-03-27T13:28:28.597Z
normal_driving,35a86480-23dd-4323-bfa5-51de83f0f210,sxIvFVnyrw,4,,1,1,1,1,1,2025-12-30T17:38:16.881Z
eyes_closed,6036bdd0-2f36-442c-838d-3f2a9347c44e,K9XBRmgdNN,7,,2,1,1,1,1,2025-03-02T21:24:03.758Z
drowsy_eyes,2ed76db1-a1c6-4135-b3e3-30c3e52fc778,PEbkRLK9OI,8,,2,1,1,1,1,2025-08-20T16:47:57.699Z
yawning,b4b54b80-2f12-4297-9e0e-fa7e7a1183ce,PtsxjvzLDE,5,,5,1,1,1,1,2025-06-01T14:16:37.765Z
phone_use,54cf10af-e1b8-44cf-b114-50f96d16a0fc,9seAqzFdF2,7,,5,1,1,1,1,2025-07-24T07:11:50.535Z
phone_scroll,0e28df35-1981-4d0d-94b2-ff842f67c18e,qLMMHbWstQ,6,,3,1,1,1,1,2025-09-11T16:31:52.747Z
drinking,f9785fd0-6894-4b1b-80db-773a769dffc4,jSdc8jHU5y,5,,4,1,1,1,1,2025-04-10T13:30:16.585Z
head_turned,f9f2dd27-18a9-4939-b651-61439aa32466,sCELQWmVpH,8,,3,1,1,1,1,2025-07-08T16:06:22.405Z
no_seatbelt,0dee1ef4-ff7f-44f3-93c9-4de6fea3695f,jTp2neCbiI,8,,5,1,1,1,1,2025-12-09T12:50:41.663Z
normal_driving,db28250f-d805-4564-b710-7c83afc7c1dc,8AAzxsX0Bk,7,,2,1,1,1,1,2025-03-10T04:27:05.889Z
eyes_closed,2395f3be-5baa-4107-b290-4f168c36c756,SrQ5hOd5g9,7,,5,1,1,1,1,2025-10-30T22:24:42.595Z
drowsy_eyes,be036071-3590-43b0-9c9e-cdbc9f5df162,0znx8bdkwC,2,,4,1,1,1,1,2025-11-12T03:25:37.978Z
yawning,c52583b5-cd5c-442d-88eb-dc80e2082e66,VWlCnQXLtI,8,,3,1,1,1,1,2025-10-22T15:22:38.866Z
phone_use,19e63f8a-d5f1-44eb-9dfc-cd8a2248afe2,OAQCvlxg1p,7,,3,1,1,1,1,2025-08-23T00:47:12.434Z
phone_scroll,a51a9194-fcd4-4678-95bc-1936e454b2fd,u9Fxwcq3cE,2,,1,1,1,1,1,2025-03-02T16:54:40.543Z
drinking,fae5b16f-9ee6-4884-b3ac-61131b3b1302,3pZuv2Sq0P,3,,5,1,1,1,1,2025-02-26T00:38:04.950Z
head_turned,b51a5f61-1520-4dc0-a2e0-da61a874c95a,BAUsWYthCy,3,,1,1,1,1,1,2025-05-02T00:53:54.694Z
no_seatbelt,2d352d1d-1f15-4a66-b05d-9858e5911197,cq6dAXsk4h,8,,1,1,1,1,1,2025-09-11T14:09:44.422Z
normal_driving,d59c319d-eb59-48ec-a73f-81050ca0bae2,ljyLLZs6Kv,2,,5,1,1,1,1,2025-09-08T20:17:31.384Z
eyes_closed,871b373c-eba6-414f-8721-9aae4f675e34,2IVXJDEd96,3,,1,1,1,1,1,2025-03-08T06:58:43.981Z
drowsy_eyes,c4189c88-b21e-477a-a79a-7fda1b26602d,J43Nj9J6mY,7,,2,1,1,1,1,2026-01-09T08:02:32.572Z
yawning,7cdaaa48-16c9-4062-9324-e7be78e12086,8VCE42Ua2i,1,,3,1,1,1,1,2025-10-21T03:01:22.622Z
phone_use,7237ca01-5dff-49aa-8971-d65f61af2ead,W5VbXZJ1MS,5,,1,1,1,1,1,2026-01-08T07:16:45.858Z
phone_scroll,a3a426ad-663d-49d9-b86f-23fa121edb1e,Mvr6YfTiYu,1,,1,1,1,1,1,2025-10-13T10:02:42.750Z
drinking,a9f2f9e0-a651-4c41-853b-a20dc7299bea,kjz4Na9WTm,2,,3,1,1,1,1,2025-12-19T07:23:26.036Z
head_turned,ea37360a-c8e8-46bb-8522-f8ac9c3a3550,cx2Tf2561l,6,,4,1,1,1,1,2025-09-22T03:50:55.412Z
no_seatbelt,a779b4f8-061d-4547-be38-8d30d6d22e4c,YD4qlSLPB4,6,,3,1,1,1,1,2025-11-10T21:36:55.164Z
normal_driving,71f90ebe-d6d1-4d9a-9cce-c226d5220c94,OxkXTAJGYz,6,,3,1,1,1,1,2025-09-16T02:41:00.074Z
eyes_closed,f4050f61-a448-49f7-af5c-8c9ec9174f27,a5LZGqHwbp,2,,1,1,1,1,1,2025-09-21T12:43:37.739Z
drowsy_eyes,c9f350e0-065d-448e-822e-b3b9bdf39183,ZHtcAvjUQf,6,,3,1,1,1,1,2026-01-17T14:43:08.389Z
yawning,1aa0c9cb-49be-4495-8ab4-bc5f925eab0f,n9rNHWVLOq,6,,3,1,1,1,1,2025-05-06T09:38:07.153Z
phone_use,16f33c14-f36c-4485-bb1a-b81f07dad2ad,RjOKtJ4KAh,3,,5,1,1,1,1,2025-12-25T09:50:34.881Z
phone_scroll,4c7124a2-eec3-4c89-936b-1b72f6eafec3,gB5KDq8LDP,8,,2,1,1,1,1,2025-04-27T14:51:03.570Z
drinking,4b2f1cd4-7e29-4381-a831-4466218df37f,Opqqm4fDFR,5,,3,1,1,1,1,2025-10-31T00:00:03.012Z
head_turned,5c276664-eb41-4b4f-aaf4-d4c3c597e356,jHv6JZAtGK,6,,5,1,1,1,1,2025-06-15T12:38:29.323Z
no_seatbelt,460bce12-5dd3-4010-b9b8-e193777c82f6,A0bY2TCnC1,8,,4,1,1,1,1,2025-02-20T13:15:58.705Z
normal_driving,655c7512-4c49-40b6-a994-37fce81d2edf,DI2euZ2l6p,1,,3,1,1,1,1,2025-01-28T09:51:20.038Z
eyes_closed,fb1e36e2-82ff-4be9-b621-94a76619f1c3,OiueDt0Hbo,5,,4,1,1,1,1,2025-10-31T06:07:37.270Z
drowsy_eyes,2f40b055-c8ca-4a7b-b9a8-3aa4a7e10655,dRamp3dBys,4,,2,1,1,1,1,2026-01-06T13:20:07.233Z
yawning,7907c32e-e0d5-45af-bade-ad7e6652c151,t4hDY82cz9,6,,4,1,1,1,1,2025-11-11T20:15:18.699Z
phone_use,1e63a577-c701-42df-8b05-f348360b584c,cybyx59V1b,3,,4,1,1,1,1,2025-10-22T23:31:01.885Z
phone_scroll,f1d9d574-2dd9-413e-8bc0-6b1d847ca7f4,gk0m3kvoQw,6,,5,1,1,1,1,2025-07-14T15:04:10.928Z
drinking,be069a36-2808-4036-bb3e-cd06751a0d21,IltkGqSXyo,6,,5,1,1,1,1,2025-12-27T02:36:16.541Z
head_turned,2c214ed7-50ff-41d1-abe2-65f7e38254b9,imZdxuczAG,1,,4,1,1,1,1,2025-11-09T20:49:37.513Z
no_seatbelt,2c0c5393-f96d-4b70-9a57-aeabb580222e,oB98GrViKZ,8,,4,1,1,1,1,2025-02-16T08:41:22.707Z
normal_driving,d2d9f949-462a-42f5-9535-8de34845eea8,Pwicde9m0B,2,,5,1,1,1,1,2025-10-25T09:27:28.129Z
eyes_closed,fa29d062-b3fd-4362-92d9-8c245961d4e6,iCdISsHTfh,8,,1,1,1,1,1,2025-07-27T23:31:22.799Z
drowsy_eyes,5bd9dfb2-b81f-4f43-9d2b-2a5f36081493,LzdkakECXa,2,,2,1,1,1,1,2025-06-04T09:42:09.254Z
yawning,d34f3583-7a57-43c6-9e7e-02bd1e7e9fb1,3fa5HP2WPl,7,,5,1,1,1,1,2025-06-14T11:39:39.071Z
phone_use,7146b91a-0c07-4234-8e72-3cdd32ab1bb5,3UG0N40n4f,7,,4,1,1,1,1,2025-08-29T16:28:20.128Z
phone_scroll,8ca4866a-8c94-49b4-b051-7bb3f6e742ed,QyMFgxMNOv,2,,2,1,1,1,1,2025-04-06T18:59:53.687Z
drinking,ad1e6453-16bf-4524-8d0e-d7ba0d99e47e,oEI3aDa6VB,5,,3,1,1,1,1,2025-02-08T08:28:04.150Z
head_turned,67d4b32a-93dd-4a19-9136-c47bcad72b80,dtUCdxOMId,6,,4,1,1,1,1,2025-06-04T11:27:33.045Z
no_seatbelt,f34ffb00-ada9-40c3-a5ea-e8f748c42524,34E3rg9m5D,8,,4,1,1,1,1,2025-05-12T09:50:25.628Z
normal_driving,69419824-c193-4114-b244-8bbfb3a426a6,UabbvybJQE,6,,3,1,1,1,1,2025-03-19T13:32:05.038Z
eyes_closed,1c135eb0-8dba-4b75-bee5-710927a3d6b2,baYywnlTGM,1,,4,1,1,1,1,2025-02-23T22:24:02.351Z
drowsy_eyes,0e15c81f-50a0-4ecf-86bf-ab75f1f7b50b,T95M6QPG5Q,1,,1,1,1,1,1,2025-06-15T02:23:30.617Z
yawning,db552f6c-46d7-455a-9d3c-a4e7275a29dc,GpDsiB0Wik,6,,2,1,1,1,1,2025-02-02T15:33:49.879Z
phone_use,8d8cde75-233a-4e1b-a559-27d008a6e92b,zrMZceQcMq,4,,2,1,1,1,1,2025-03-10T14:03:24.565Z
phone_scroll,598556de-0cee-4cc8-b798-5b4618f93501,fYU4acAv36,1,,4,1,1,1,1,2025-06-21T06:27:16.094Z
drinking,de9a76c0-6b60-4150-8a52-2071255e747d,XeNujo58ei,1,,5,1,1,1,1,2025-08-10T10:48:49.180Z
head_turned,df73dd59-071e-4588-af43-7ac7a09c8b90,EDWYsMLa5J,7,,2,1,1,1,1,2025-02-04T12:27:04.234Z
no_seatbelt,9fbd6ebc-d29d-46b9-a1de-4a72b4f59aec,50hosU13GG,2,,5,1,1,1,1,2025-11-15T23:01:05.065Z
normal_driving,f7e062f4-c1ab-42bc-81ae-d8afd5f42f8b,LoxsmjyD7R,7,,2,1,1,1,1,2025-07-28T02:03:58.433Z
eyes_closed,46fbf636-8fd1-4ae3-a731-c2cdf86f4953,cRhi7yY9J9,6,,1,1,1,1,1,2025-12-21T17:07:38.386Z
drowsy_eyes,6fe0db35-3e99-4767-b9cb-e874e5deee54,6aQ3UxjxWr,1,,3,1,1,1,1,2026-01-21T15:30:51.423Z
yawning,ebba11b4-7d2b-485b-a585-801315f65308,dB63xwBhON,4,,3,1,1,1,1,2025-06-09T21:29:30.590Z
phone_use,753c3b2c-4371-4176-9aac-78a7ea8d8128,kXv9xYAHYP,8,,1,1,1,1,1,2025-08-30T15:56:42.887Z
phone_scroll,9af25ba2-961c-4a8f-8cae-bdec24869957,vZ15QJUeQx,3,,2,1,1,1,1,2025-08-26T08:48:33.277Z
drinking,56fed9eb-f048-4a2c-a8e6-1b55528b323e,Iv61nUwyLr,8,,2,1,1,1,1,2025-12-27T23:50:23.939Z
head_turned,154e299c-b39b-4d66-b533-491ca97bd9f5,lvvYoyO5PG,2,,5,1,1,1,1,2025-02-16T19:50:06.414Z
no_seatbelt,1c313fda-ad53-446b-b887-55f8eafad8e4,3EMB0tbAki,4,,5,1,1,1,1,2025-04-03T04:45:38.650Z
normal_driving,d9ac2d3e-98c9-4551-ad07-a6b5fa8cb0e2,7DGPvCkw72,4,,2,1,1,1,1,2025-10-11T23:16:12.429Z
eyes_closed,c965af9d-3e4a-41f7-993e-56fd99c03afa,m8BNWTJF8w,7,,4,1,1,1,1,2025-11-18T03:43:54.703Z
drowsy_eyes,8c150f6f-3c7f-45a0-b0e7-74dae75d48ce,P4Bf849fqI,2,,2,1,1,1,1,2025-06-03T16:18:36.096Z
yawning,1da8c696-4a4a-4f44-83a0-e2f20390884d,GT21Zwma10,8,,3,1,1,1,1,2025-11-18T05:05:45.274Z
phone_use,cfa317f4-c2fa-44a0-a785-8fd1dba9cc00,iY5fxc5x92,7,,5,1,1,1,1,2026-01-25T03:39:20.356Z
phone_scroll,d2124217-9265-40ef-aa18-c9ac3b3346e1,MlRkyTBJOZ,7,,1,1,1,1,1,2025-04-25T03:12:04.500Z
drinking,5b5ab0ec-e16f-4e02-81bc-438d03ab585e,zz2yFpCfse,8,,4,1,1,1,1,2025-07-17T01:01:44.276Z
head_turned,dd0a6348-4aea-4681-ba90-5e7df8788101,c9CvVGt9sw,6,,1,1,1,1,1,2025-10-07T11:29:56.485Z
no_seatbelt,59c0fdeb-4ea1-427d-9db3-d9d8d075300e,0U3pQ0T3aD,4,,5,1,1,1,1,2025-10-19T10:01:57.629Z
normal_driving,e7e975ca-63f8-475d-8e57-30b2508f94c4,HSZmyrcj95,2,,2,1,1,1,1,2025-10-17T08:52:31.116Z
eyes_closed,a591114a-5d8f-4d74-839c-9fe42195c9a9,FjTX7GFwhQ,8,,4,1,1,1,1,2025-07-08T07:58:58.348Z
drowsy_eyes,c2f514a3-5af1-4901-8ba5-172a2ada7028,AvFEsPtxzg,7,,3,1,1,1,1,2025-03-20T01:08:44.007Z
yawning,1dc543a3-bc37-425f-bdf1-c59c2682b9e9,GwqW0GUzOi,3,,5,1,1,1,1,2025-08-19T08:56:22.425Z
phone_use,33166d6c-666f-4a92-a3a9-e774d6606888,29nQjDcVAv,6,,4,1,1,1,1,2025-07-27T11:10:53.781Z
phone_scroll,368a9662-4fa7-4209-b861-5880b3d81ac0,6oxgw0oWJb,1,,1,1,1,1,1,2025-03-24T17:28:50.581Z
drinking,fc2f64c7-7311-46ad-a63f-65ba33ce4b73,DNlHZc3Uz5,3,,2,1,1,1,1,2025-09-15T09:48:57.902Z
head_turned,deb88488-3081-44ee-a1cf-353554840566,W10SlDpxaM,3,,3,1,1,1,1,2025-05-18T07:48:29.680Z
no_seatbelt,90b81071-6340-40f2-8ba1-4ae01b9c9f03,TOHV9ZNYHJ,1,,1,1,1,1,1,2025-11-05T23:05:53.551Z
normal_driving,daaa69c5-b533-4ce3-9bc3-dc4c373bba7e,a8U3TtcNJr,3,,1,1,1,1,1,2025-12-20T18:16:53.387Z
eyes_closed,5c73a37b-f4d9-41da-959d-63eb75d3a604,RcV1uucKh3,2,,1,1,1,1,1,2026-01-07T22:44:49.261Z
drowsy_eyes,cad45a0f-eb03-4087-b119-518cac745dee,8YVCRlnTvu,5,,4,1,1,1,1,2025-02-28T13:25:29.637Z
yawning,482597d1-6f24-4a37-9f04-adc0c9a57ed9,ncRfN2i8lS,5,,1,1,1,1,1,2025-02-27T20:09:36.857Z
phone_use,018110c7-9958-4873-83c8-5fb24338bd3e,MeW0DIQ777,2,,5,1,1,1,1,2025-12-04T18:15:50.726Z
phone_scroll,a9bfa2bc-a7d0-4087-84cb-fa2371199f4c,BNJ5gm5FYl,7,,5,1,1,1,1,2025-08-27T13:41:44.104Z
drinking,1bab8f2b-1ab9-4432-959f-13d5736f72d9,YiOlKE99wO,1,,2,1,1,1,1,2025-08-31T21:38:36.546Z
head_turned,e0581486-6e57-40cc-a385-6db7652e7cfb,JU0W6PHkPY,4,,1,1,1,1,1,2025-11-02T19:39:29.276Z
no_seatbelt,b96a3c5d-d5ff-4d41-939c-5b11ff678091,0l655KwXB5,3,,2,1,1,1,1,2025-05-20T05:21:11.222Z
normal_driving,2d1e7138-8379-48b3-ae33-a6b852943731,ZJgULfFVmq,1,,1,1,1,1,1,2025-10-21T09:59:54.267Z
eyes_closed,d1259c58-12d0-4195-adb0-c9ea01c9c059,w2wQLdiC02,5,,1,1,1,1,1,2025-08-23T14:31:57.274Z
drowsy_eyes,679f811d-e321-43a6-8f95-7a62c12ae6c6,YVApRiDaoP,8,,1,1,1,1,1,2025-08-16T19:17:09.112Z
yawning,4e9c2c8e-7a60-4c6a-8d9c-b4052f05b0ea,ByYoTPbr39,2,,4,1,1,1,1,2025-07-23T21:06:27.405Z
phone_use,f1f2e1e4-93a5-482b-a2bd-ee2cde36a83c,l1k1J7ZcKG,5,,1,1,1,1,1,2025-10-23T11:26:52.533Z
phone_scroll,a3f4c3d5-e492-4c2f-a4d3-c6cf352e6f9c,3CJDzQnMCL,2,,3,1,1,1,1,2025-04-07T16:36:08.772Z
drinking,3437b49b-6ccc-4338-b36b-f056a0cd7bc3,W8CFqI2Ssc,6,,1,1,1,1,1,2025-02-12T02:22:38.276Z
head_turned,1e38964f-140f-4e6a-9d99-79fcfd887304,XJpsojwN13,5,,1,1,1,1,1,2025-11-27T05:09:02.874Z
no_seatbelt,a812f23f-6736-49e3-b502-74d22d124ccf,pnglfyjPBx,4,,1,1,1,1,1,2025-10-12T22:49:32.136Z
normal_driving,902479a5-52e8-4fb6-a3a8-cf3a89c6dc46,s0z2SzzsJ3,6,,4,1,1,1,1,2025-08-22T13:22:07.426Z
eyes_closed,c0bde135-3c7b-46d2-84f7-9846a023cd85,2xyRserpu5,8,,3,1,1,1,1,2025-02-01T12:32:12.175Z
drowsy_eyes,422df51f-a37a-4973-bf77-35cbff8d2b33,kWagnobCBK,3,,2,1,1,1,1,2025-12-23T08:32:59.628Z
yawning,e369f8d3-7520-48ca-ae6f-5a6ad295bbb3,Cl9F6XUldj,8,,4,1,1,1,1,2025-04-08T08:34:26.906Z
phone_use,5d82b363-e1e8-4072-83cd-5ae3ce2d24b3,rM6Jo2StPS,2,,3,1,1,1,1,2025-09-05T16:31:41.429Z
phone_scroll,57a9efb9-0ac4-44eb-97bf-179cd23553be,euuRd4mkml,2,,3,1,1,1,1,2025-10-21T17:32:45.200Z
drinking,fd593b45-09a9-49ba-8cd8-caecdaedfd8d,e2apGQY0L1,6,,2,1,1,1,1,2025-03-31T12:02:55.533Z
head_turned,2a17f796-315f-4dbf-bade-9b241e6d7287,jIfwRZvyLi,5,,3,1,1,1,1,2025-10-19T06:33:45.674Z
no_seatbelt,aa202d83-e1af-4508-9536-6839d981ca8c,Bh9V042JDd,8,,2,1,1,1,1,2025-02-12T12:22:17.762Z
